location,date,vaccine,total_vaccinations
Czechia,2021-08-24,Oxford/AstraZeneca,882326
Czechia,2021-08-24,Pfizer/BioNTech,9383216
Czechia,2021-08-25,Johnson&Johnson,194737
Czechia,2021-08-25,Moderna,897341
Czechia,2021-08-25,Oxford/AstraZeneca,882725
Czechia,2021-08-25,Pfizer/BioNTech,9414117
Czechia,2021-08-26,Johnson&Johnson,196546
Czechia,2021-08-26,Moderna,898827
Czechia,2021-08-26,Oxford/AstraZeneca,883076
Czechia,2021-08-26,Pfizer/BioNTech,9443248
Czechia,2021-08-27,Johnson&Johnson,198764
Czechia,2021-08-27,Moderna,900278
Czechia,2021-08-27,Oxford/AstraZeneca,883367
Czechia,2021-08-27,Pfizer/BioNTech,9473368
Czechia,2021-08-28,Johnson&Johnson,199486
Czechia,2021-08-28,Moderna,900526
Czechia,2021-08-28,Oxford/AstraZeneca,883376
Czechia,2021-08-28,Pfizer/BioNTech,9481449
Czechia,2021-08-29,Johnson&Johnson,200216
Czechia,2021-08-29,Moderna,900831
Czechia,2021-08-29,Oxford/AstraZeneca,883379
Czechia,2021-08-29,Pfizer/BioNTech,9488712
Czechia,2021-08-30,Johnson&Johnson,201907
Czechia,2021-08-30,Moderna,902659
Czechia,2021-08-30,Oxford/AstraZeneca,883764
Czechia,2021-08-30,Pfizer/BioNTech,9513520
Czechia,2021-08-31,Johnson&Johnson,203673
Czechia,2021-08-31,Moderna,903798
Czechia,2021-08-31,Oxford/AstraZeneca,884077
Czechia,2021-08-31,Pfizer/BioNTech,9534309
Czechia,2021-09-01,Johnson&Johnson,205016
Czechia,2021-09-01,Moderna,905075
Czechia,2021-09-01,Oxford/AstraZeneca,884247
Czechia,2021-09-01,Pfizer/BioNTech,9550083
Czechia,2021-09-02,Johnson&Johnson,206877
Czechia,2021-09-02,Moderna,906931
Czechia,2021-09-02,Oxford/AstraZeneca,884425
Czechia,2021-09-02,Pfizer/BioNTech,9565565
Czechia,2021-09-03,Johnson&Johnson,208845
Czechia,2021-09-03,Moderna,908426
Czechia,2021-09-03,Oxford/AstraZeneca,884517
Czechia,2021-09-03,Pfizer/BioNTech,9585320
Czechia,2021-09-04,Johnson&Johnson,209467
Czechia,2021-09-04,Moderna,908518
Czechia,2021-09-04,Oxford/AstraZeneca,884542
Czechia,2021-09-04,Pfizer/BioNTech,9589578
Czechia,2021-09-05,Johnson&Johnson,209995
Czechia,2021-09-05,Moderna,908598
Czechia,2021-09-05,Oxford/AstraZeneca,884547
Czechia,2021-09-05,Pfizer/BioNTech,9593319
Czechia,2021-09-06,Johnson&Johnson,211411
Czechia,2021-09-06,Moderna,909739
Czechia,2021-09-06,Oxford/AstraZeneca,884612
Czechia,2021-09-06,Pfizer/BioNTech,9608052
Czechia,2021-09-07,Johnson&Johnson,212909
Czechia,2021-09-07,Moderna,910891
Czechia,2021-09-07,Oxford/AstraZeneca,884721
Czechia,2021-09-07,Pfizer/BioNTech,9619284
Czechia,2021-09-08,Johnson&Johnson,214167
Czechia,2021-09-08,Moderna,911851
Czechia,2021-09-08,Oxford/AstraZeneca,884831
Czechia,2021-09-08,Pfizer/BioNTech,9631223
Czechia,2021-09-09,Johnson&Johnson,215743
Czechia,2021-09-09,Moderna,912875
Czechia,2021-09-09,Oxford/AstraZeneca,884929
Czechia,2021-09-09,Pfizer/BioNTech,9643708
Czechia,2021-09-10,Johnson&Johnson,217288
Czechia,2021-09-10,Moderna,913872
Czechia,2021-09-10,Oxford/AstraZeneca,884977
Czechia,2021-09-10,Pfizer/BioNTech,9659442
Czechia,2021-09-11,Johnson&Johnson,217906
Czechia,2021-09-11,Moderna,914024
Czechia,2021-09-11,Oxford/AstraZeneca,884980
Czechia,2021-09-11,Pfizer/BioNTech,9662398
Czechia,2021-09-12,Johnson&Johnson,218352
Czechia,2021-09-12,Moderna,914095
Czechia,2021-09-12,Oxford/AstraZeneca,884986
Czechia,2021-09-12,Pfizer/BioNTech,9664176
Czechia,2021-09-13,Johnson&Johnson,219837
Czechia,2021-09-13,Moderna,914910
Czechia,2021-09-13,Oxford/AstraZeneca,885042
Czechia,2021-09-13,Pfizer/BioNTech,9676074
Czechia,2021-09-14,Johnson&Johnson,221271
Czechia,2021-09-14,Moderna,915842
Czechia,2021-09-14,Oxford/AstraZeneca,885108
Czechia,2021-09-14,Pfizer/BioNTech,9686619
Czechia,2021-09-15,Johnson&Johnson,222592
Czechia,2021-09-15,Moderna,916879
Czechia,2021-09-15,Oxford/AstraZeneca,885175
Czechia,2021-09-15,Pfizer/BioNTech,9696603
Czechia,2021-09-16,Johnson&Johnson,224155
Czechia,2021-09-16,Moderna,917805
Czechia,2021-09-16,Oxford/AstraZeneca,885225
Czechia,2021-09-16,Pfizer/BioNTech,9706124
Czechia,2021-09-17,Johnson&Johnson,225937
Czechia,2021-09-17,Moderna,918797
Czechia,2021-09-17,Oxford/AstraZeneca,885264
Czechia,2021-09-17,Pfizer/BioNTech,9718341
Czechia,2021-09-18,Johnson&Johnson,226495
Czechia,2021-09-18,Moderna,918911
Czechia,2021-09-18,Oxford/AstraZeneca,885269
Czechia,2021-09-18,Pfizer/BioNTech,9721193
Czechia,2021-09-19,Johnson&Johnson,226893
Czechia,2021-09-19,Moderna,918955
Czechia,2021-09-19,Oxford/AstraZeneca,885273
Czechia,2021-09-19,Pfizer/BioNTech,9722864
Czechia,2021-09-20,Johnson&Johnson,227981
Czechia,2021-09-20,Moderna,919664
Czechia,2021-09-20,Oxford/AstraZeneca,885324
Czechia,2021-09-20,Pfizer/BioNTech,9732576
Czechia,2021-09-21,Johnson&Johnson,229112
Czechia,2021-09-21,Moderna,920400
Czechia,2021-09-21,Oxford/AstraZeneca,885395
Czechia,2021-09-21,Pfizer/BioNTech,9741723
Czechia,2021-09-22,Johnson&Johnson,230222
Czechia,2021-09-22,Moderna,921304
Czechia,2021-09-22,Oxford/AstraZeneca,885487
Czechia,2021-09-22,Pfizer/BioNTech,9748663
Czechia,2021-09-23,Johnson&Johnson,231599
Czechia,2021-09-23,Moderna,922131
Czechia,2021-09-23,Oxford/AstraZeneca,885543
Czechia,2021-09-23,Pfizer/BioNTech,9757414
Czechia,2021-09-24,Johnson&Johnson,233197
Czechia,2021-09-24,Moderna,923016
Czechia,2021-09-24,Oxford/AstraZeneca,885565
Czechia,2021-09-24,Pfizer/BioNTech,9769188
Czechia,2021-09-25,Johnson&Johnson,233732
Czechia,2021-09-25,Moderna,923109
Czechia,2021-09-25,Oxford/AstraZeneca,885569
Czechia,2021-09-25,Pfizer/BioNTech,9771596
Czechia,2021-09-26,Johnson&Johnson,234031
Czechia,2021-09-26,Moderna,923146
Czechia,2021-09-26,Oxford/AstraZeneca,885572
Czechia,2021-09-26,Pfizer/BioNTech,9773412
Czechia,2021-09-27,Johnson&Johnson,235096
Czechia,2021-09-27,Moderna,923883
Czechia,2021-09-27,Oxford/AstraZeneca,885614
Czechia,2021-09-27,Pfizer/BioNTech,9781639
Czechia,2021-09-28,Johnson&Johnson,235281
Czechia,2021-09-28,Moderna,923932
Czechia,2021-09-28,Pfizer/BioNTech,9782267
Czechia,2021-09-29,Johnson&Johnson,236342
Czechia,2021-09-29,Moderna,924963
Czechia,2021-09-29,Oxford/AstraZeneca,885651
Czechia,2021-09-29,Pfizer/BioNTech,9791334
Czechia,2021-09-30,Johnson&Johnson,237484
Czechia,2021-09-30,Moderna,926249
Czechia,2021-09-30,Oxford/AstraZeneca,885686
Czechia,2021-09-30,Pfizer/BioNTech,9801101
Czechia,2021-10-01,Johnson&Johnson,238594
Czechia,2021-10-01,Moderna,927176
Czechia,2021-10-01,Oxford/AstraZeneca,885713
Czechia,2021-10-01,Pfizer/BioNTech,9812070
Czechia,2021-10-02,Johnson&Johnson,238934
Czechia,2021-10-02,Moderna,927246
Czechia,2021-10-02,Oxford/AstraZeneca,885715
Czechia,2021-10-02,Pfizer/BioNTech,9814027
Czechia,2021-10-03,Johnson&Johnson,239234
Czechia,2021-10-03,Moderna,927263
Czechia,2021-10-03,Pfizer/BioNTech,9815083
Czechia,2021-10-04,Johnson&Johnson,240065
Czechia,2021-10-04,Moderna,928173
Czechia,2021-10-04,Oxford/AstraZeneca,885733
Czechia,2021-10-04,Pfizer/BioNTech,9822875
Czechia,2021-10-05,Johnson&Johnson,241046
Czechia,2021-10-05,Moderna,928972
Czechia,2021-10-05,Oxford/AstraZeneca,885757
Czechia,2021-10-05,Pfizer/BioNTech,9830479
Czechia,2021-10-06,Johnson&Johnson,241998
Czechia,2021-10-06,Moderna,929827
Czechia,2021-10-06,Oxford/AstraZeneca,885787
Czechia,2021-10-06,Pfizer/BioNTech,9839014
Czechia,2021-10-07,Johnson&Johnson,242956
Czechia,2021-10-07,Moderna,930872
Czechia,2021-10-07,Oxford/AstraZeneca,885821
Czechia,2021-10-07,Pfizer/BioNTech,9846970
Czechia,2021-10-08,Johnson&Johnson,244211
Czechia,2021-10-08,Moderna,931821
Czechia,2021-10-08,Oxford/AstraZeneca,885842
Czechia,2021-10-08,Pfizer/BioNTech,9858857
Czechia,2021-10-09,Johnson&Johnson,244591
Czechia,2021-10-09,Moderna,931884
Czechia,2021-10-09,Oxford/AstraZeneca,885844
Czechia,2021-10-09,Pfizer/BioNTech,9861393
Czechia,2021-10-10,Johnson&Johnson,244846
Czechia,2021-10-10,Moderna,931904
Czechia,2021-10-10,Oxford/AstraZeneca,885846
Czechia,2021-10-10,Pfizer/BioNTech,9862874
Czechia,2021-10-11,Johnson&Johnson,245561
Czechia,2021-10-11,Moderna,932729
Czechia,2021-10-11,Oxford/AstraZeneca,885885
Czechia,2021-10-11,Pfizer/BioNTech,9870591
Czechia,2021-10-12,Johnson&Johnson,246282
Czechia,2021-10-12,Moderna,933730
Czechia,2021-10-12,Oxford/AstraZeneca,885924
Czechia,2021-10-12,Pfizer/BioNTech,9878501
Czechia,2021-10-13,Johnson&Johnson,247191
Czechia,2021-10-13,Moderna,934606
Czechia,2021-10-13,Oxford/AstraZeneca,885945
Czechia,2021-10-13,Pfizer/BioNTech,9887885
Czechia,2021-10-14,Johnson&Johnson,248333
Czechia,2021-10-14,Moderna,935493
Czechia,2021-10-14,Oxford/AstraZeneca,885952
Czechia,2021-10-14,Pfizer/BioNTech,9898106
Czechia,2021-10-15,Johnson&Johnson,249698
Czechia,2021-10-15,Moderna,936466
Czechia,2021-10-15,Oxford/AstraZeneca,885955
Czechia,2021-10-15,Pfizer/BioNTech,9910870
Czechia,2021-10-16,Johnson&Johnson,250185
Czechia,2021-10-16,Moderna,936512
Czechia,2021-10-16,Oxford/AstraZeneca,885957
Czechia,2021-10-16,Pfizer/BioNTech,9913875
Czechia,2021-10-17,Johnson&Johnson,250733
Czechia,2021-10-17,Moderna,936581
Czechia,2021-10-17,Pfizer/BioNTech,9915651
Czechia,2021-10-18,Johnson&Johnson,251833
Czechia,2021-10-18,Moderna,937548
Czechia,2021-10-18,Oxford/AstraZeneca,885983
Czechia,2021-10-18,Pfizer/BioNTech,9927858
Czechia,2021-10-19,Johnson&Johnson,252843
Czechia,2021-10-19,Moderna,938916
Czechia,2021-10-19,Oxford/AstraZeneca,886006
Czechia,2021-10-19,Pfizer/BioNTech,9941070
Czechia,2021-10-20,Johnson&Johnson,254274
Czechia,2021-10-20,Moderna,940617
Czechia,2021-10-20,Oxford/AstraZeneca,886035
Czechia,2021-10-20,Pfizer/BioNTech,9960834
Czechia,2021-10-21,Johnson&Johnson,256531
Czechia,2021-10-21,Moderna,943093
Czechia,2021-10-21,Oxford/AstraZeneca,886056
Czechia,2021-10-21,Pfizer/BioNTech,9984794
Czechia,2021-10-22,Johnson&Johnson,259356
Czechia,2021-10-22,Moderna,945111
Czechia,2021-10-22,Oxford/AstraZeneca,886068
Czechia,2021-10-22,Pfizer/BioNTech,10012932
Czechia,2021-10-23,Johnson&Johnson,260711
Czechia,2021-10-23,Moderna,945399
Czechia,2021-10-23,Oxford/AstraZeneca,886069
Czechia,2021-10-23,Pfizer/BioNTech,10019492
Czechia,2021-10-24,Johnson&Johnson,261969
Czechia,2021-10-24,Moderna,945460
Czechia,2021-10-24,Pfizer/BioNTech,10023879
Czechia,2021-10-25,Johnson&Johnson,265135
Czechia,2021-10-25,Moderna,947926
Czechia,2021-10-25,Oxford/AstraZeneca,886094
Czechia,2021-10-25,Pfizer/BioNTech,10051261
Czechia,2021-10-26,Johnson&Johnson,269250
Czechia,2021-10-26,Moderna,950618
Czechia,2021-10-26,Oxford/AstraZeneca,886140
Czechia,2021-10-26,Pfizer/BioNTech,10081364
Czechia,2021-10-27,Johnson&Johnson,273509
Czechia,2021-10-27,Moderna,954750
Czechia,2021-10-27,Oxford/AstraZeneca,886185
Czechia,2021-10-27,Pfizer/BioNTech,10117104
Czechia,2021-10-28,Johnson&Johnson,274724
Czechia,2021-10-28,Moderna,955150
Czechia,2021-10-28,Oxford/AstraZeneca,886189
Czechia,2021-10-28,Pfizer/BioNTech,10123622
Czechia,2021-10-29,Johnson&Johnson,278875
Czechia,2021-10-29,Moderna,957668
Czechia,2021-10-29,Oxford/AstraZeneca,886237
Czechia,2021-10-29,Pfizer/BioNTech,10154268
Czechia,2021-10-30,Johnson&Johnson,280888
Czechia,2021-10-30,Moderna,957821
Czechia,2021-10-30,Oxford/AstraZeneca,886238
Czechia,2021-10-30,Pfizer/BioNTech,10161398
Czechia,2021-10-31,Johnson&Johnson,282547
Czechia,2021-10-31,Moderna,957872
Czechia,2021-10-31,Oxford/AstraZeneca,886241
Czechia,2021-10-31,Pfizer/BioNTech,10167963
Czechia,2021-11-01,Johnson&Johnson,287222
Czechia,2021-11-01,Moderna,961477
Czechia,2021-11-01,Oxford/AstraZeneca,886247
Czechia,2021-11-01,Pfizer/BioNTech,10199850
Czechia,2021-11-02,Johnson&Johnson,292046
Czechia,2021-11-02,Moderna,965501
Czechia,2021-11-02,Oxford/AstraZeneca,886256
Czechia,2021-11-02,Pfizer/BioNTech,10234703
Czechia,2021-11-03,Johnson&Johnson,296242
Czechia,2021-11-03,Moderna,970827
Czechia,2021-11-03,Oxford/AstraZeneca,886262
Czechia,2021-11-03,Pfizer/BioNTech,10275759
Czechia,2021-11-04,Johnson&Johnson,301318
Czechia,2021-11-04,Moderna,976977
Czechia,2021-11-04,Oxford/AstraZeneca,886265
Czechia,2021-11-04,Pfizer/BioNTech,10317179
Czechia,2021-11-05,Johnson&Johnson,308125
Czechia,2021-11-05,Moderna,982644
Czechia,2021-11-05,Oxford/AstraZeneca,886273
Czechia,2021-11-05,Pfizer/BioNTech,10362953
Czechia,2021-11-06,Johnson&Johnson,310182
Czechia,2021-11-06,Moderna,983254
Czechia,2021-11-06,Pfizer/BioNTech,10374612
Czechia,2021-11-07,Johnson&Johnson,311821
Czechia,2021-11-07,Moderna,983467
Czechia,2021-11-07,Oxford/AstraZeneca,886274
Czechia,2021-11-07,Pfizer/BioNTech,10382246
Czechia,2021-11-08,Johnson&Johnson,316333
Czechia,2021-11-08,Moderna,987693
Czechia,2021-11-08,Oxford/AstraZeneca,886282
Czechia,2021-11-08,Pfizer/BioNTech,10418181
Czechia,2021-11-09,Johnson&Johnson,321037
Czechia,2021-11-09,Moderna,993192
Czechia,2021-11-09,Oxford/AstraZeneca,886288
Czechia,2021-11-09,Pfizer/BioNTech,10453615
Czechia,2021-11-10,Johnson&Johnson,325015
Czechia,2021-11-10,Moderna,998587
Czechia,2021-11-10,Oxford/AstraZeneca,886292
Czechia,2021-11-10,Pfizer/BioNTech,10492155
Czechia,2021-11-11,Johnson&Johnson,329380
Czechia,2021-11-11,Moderna,1003934
Czechia,2021-11-11,Oxford/AstraZeneca,886300
Czechia,2021-11-11,Pfizer/BioNTech,10530358
Czechia,2021-11-12,Johnson&Johnson,335102
Czechia,2021-11-12,Moderna,1008405
Czechia,2021-11-12,Oxford/AstraZeneca,886308
Czechia,2021-11-12,Pfizer/BioNTech,10574609
Czechia,2021-11-13,Johnson&Johnson,336979
Czechia,2021-11-13,Moderna,1008913
Czechia,2021-11-13,Oxford/AstraZeneca,886310
Czechia,2021-11-13,Pfizer/BioNTech,10585354
Czechia,2021-11-14,Johnson&Johnson,338587
Czechia,2021-11-14,Moderna,1009050
Czechia,2021-11-14,Oxford/AstraZeneca,886311
Czechia,2021-11-14,Pfizer/BioNTech,10592546
Czechia,2021-11-15,Johnson&Johnson,342915
Czechia,2021-11-15,Moderna,1013418
Czechia,2021-11-15,Oxford/AstraZeneca,886321
Czechia,2021-11-15,Pfizer/BioNTech,10627873
Czechia,2021-11-16,Johnson&Johnson,347490
Czechia,2021-11-16,Moderna,1019312
Czechia,2021-11-16,Oxford/AstraZeneca,886323
Czechia,2021-11-16,Pfizer/BioNTech,10669481
Czechia,2021-11-17,Johnson&Johnson,348770
Czechia,2021-11-17,Moderna,1020097
Czechia,2021-11-17,Oxford/AstraZeneca,886330
Czechia,2021-11-17,Pfizer/BioNTech,10678455
Czechia,2021-11-18,Johnson&Johnson,353777
Czechia,2021-11-18,Moderna,1025885
Czechia,2021-11-18,Oxford/AstraZeneca,886334
Czechia,2021-11-18,Pfizer/BioNTech,10719510
Czechia,2021-11-19,Johnson&Johnson,359854
Czechia,2021-11-19,Moderna,1031576
Czechia,2021-11-19,Oxford/AstraZeneca,886341
Czechia,2021-11-19,Pfizer/BioNTech,10768752
Czechia,2021-11-20,Johnson&Johnson,362204
Czechia,2021-11-20,Moderna,1032305
Czechia,2021-11-20,Pfizer/BioNTech,10782454
Czechia,2021-11-21,Johnson&Johnson,363992
Czechia,2021-11-21,Moderna,1032808
Czechia,2021-11-21,Pfizer/BioNTech,10791919
Czechia,2021-11-22,Johnson&Johnson,368309
Czechia,2021-11-22,Moderna,1037599
Czechia,2021-11-22,Oxford/AstraZeneca,886347
Czechia,2021-11-22,Pfizer/BioNTech,10833764
Czechia,2021-11-23,Johnson&Johnson,372056
Czechia,2021-11-23,Moderna,1044897
Czechia,2021-11-23,Oxford/AstraZeneca,886356
Czechia,2021-11-23,Pfizer/BioNTech,10880011
Czechia,2021-11-24,Johnson&Johnson,375745
Czechia,2021-11-24,Moderna,1052054
Czechia,2021-11-24,Oxford/AstraZeneca,886377
Czechia,2021-11-24,Pfizer/BioNTech,10929405
Czechia,2021-11-25,Johnson&Johnson,379261
Czechia,2021-11-25,Moderna,1059781
Czechia,2021-11-25,Oxford/AstraZeneca,886381
Czechia,2021-11-25,Pfizer/BioNTech,10982355
Czechia,2021-11-26,Johnson&Johnson,383435
Czechia,2021-11-26,Moderna,1067380
Czechia,2021-11-26,Oxford/AstraZeneca,886386
Czechia,2021-11-26,Pfizer/BioNTech,11042091
Czechia,2021-11-27,Johnson&Johnson,384982
Czechia,2021-11-27,Moderna,1068617
Czechia,2021-11-27,Oxford/AstraZeneca,886387
Czechia,2021-11-27,Pfizer/BioNTech,11058754
Czechia,2021-11-28,Johnson&Johnson,385855
Czechia,2021-11-28,Moderna,1069404
Czechia,2021-11-28,Oxford/AstraZeneca,886388
Czechia,2021-11-28,Pfizer/BioNTech,11069705
Czechia,2021-11-29,Johnson&Johnson,388225
Czechia,2021-11-29,Moderna,1076898
Czechia,2021-11-29,Oxford/AstraZeneca,886403
Czechia,2021-11-29,Pfizer/BioNTech,11125473
Czechia,2021-11-30,Johnson&Johnson,390234
Czechia,2021-11-30,Moderna,1087533
Czechia,2021-11-30,Oxford/AstraZeneca,886412
Czechia,2021-11-30,Pfizer/BioNTech,11186600
Czechia,2021-12-01,Johnson&Johnson,392080
Czechia,2021-12-01,Moderna,1100464
Czechia,2021-12-01,Oxford/AstraZeneca,886423
Czechia,2021-12-01,Pfizer/BioNTech,11260737
Czechia,2021-12-02,Johnson&Johnson,393905
Czechia,2021-12-02,Moderna,1114838
Czechia,2021-12-02,Oxford/AstraZeneca,886431
Czechia,2021-12-02,Pfizer/BioNTech,11339139
Czechia,2021-12-03,Johnson&Johnson,395953
Czechia,2021-12-03,Moderna,1128610
Czechia,2021-12-03,Oxford/AstraZeneca,886432
Czechia,2021-12-03,Pfizer/BioNTech,11422443
Czechia,2021-12-04,Johnson&Johnson,396608
Czechia,2021-12-04,Moderna,1130753
Czechia,2021-12-04,Pfizer/BioNTech,11452024
Czechia,2021-12-05,Johnson&Johnson,396948
Czechia,2021-12-05,Moderna,1131923
Czechia,2021-12-05,Oxford/AstraZeneca,886433
Czechia,2021-12-05,Pfizer/BioNTech,11472946
Czechia,2021-12-06,Johnson&Johnson,398033
Czechia,2021-12-06,Moderna,1142197
Czechia,2021-12-06,Oxford/AstraZeneca,886443
Czechia,2021-12-06,Pfizer/BioNTech,11547077
Czechia,2021-12-07,Johnson&Johnson,398989
Czechia,2021-12-07,Moderna,1155932
Czechia,2021-12-07,Oxford/AstraZeneca,886463
Czechia,2021-12-07,Pfizer/BioNTech,11629487
Czechia,2021-12-08,Johnson&Johnson,399860
Czechia,2021-12-08,Moderna,1170235
Czechia,2021-12-08,Oxford/AstraZeneca,886466
Czechia,2021-12-08,Pfizer/BioNTech,11709604
Czechia,2021-12-09,Johnson&Johnson,400567
Czechia,2021-12-09,Moderna,1185095
Czechia,2021-12-09,Oxford/AstraZeneca,886471
Czechia,2021-12-09,Pfizer/BioNTech,11794439
Czechia,2021-12-10,Johnson&Johnson,401426
Czechia,2021-12-10,Moderna,1198769
Czechia,2021-12-10,Oxford/AstraZeneca,886475
Czechia,2021-12-10,Pfizer/BioNTech,11880339
Czechia,2021-12-11,Johnson&Johnson,401680
Czechia,2021-12-11,Moderna,1200840
Czechia,2021-12-11,Pfizer/BioNTech,11910747
Czechia,2021-12-12,Johnson&Johnson,401850
Czechia,2021-12-12,Moderna,1201847
Czechia,2021-12-12,Oxford/AstraZeneca,886476
Czechia,2021-12-12,Pfizer/BioNTech,11931181
Czechia,2021-12-13,Johnson&Johnson,402278
Czechia,2021-12-13,Moderna,1211010
Czechia,2021-12-13,Oxford/AstraZeneca,886480
Czechia,2021-12-13,Pfizer/BioNTech,12001564
Czechia,2021-12-14,Johnson&Johnson,402824
Czechia,2021-12-14,Moderna,1224858
Czechia,2021-12-14,Oxford/AstraZeneca,886490
Czechia,2021-12-14,Pfizer/BioNTech,12080010
Czechia,2021-12-15,Johnson&Johnson,403299
Czechia,2021-12-15,Moderna,1237842
Czechia,2021-12-15,Oxford/AstraZeneca,886497
Czechia,2021-12-15,Pfizer/BioNTech,12159669
Czechia,2021-12-16,Johnson&Johnson,403778
Czechia,2021-12-16,Moderna,1252834
Czechia,2021-12-16,Oxford/AstraZeneca,886500
Czechia,2021-12-16,Pfizer/BioNTech,12240445
Czechia,2021-12-17,Johnson&Johnson,404230
Czechia,2021-12-17,Moderna,1265577
Czechia,2021-12-17,Oxford/AstraZeneca,886506
Czechia,2021-12-17,Pfizer/BioNTech,12326532
Czechia,2021-12-18,Johnson&Johnson,404421
Czechia,2021-12-18,Moderna,1268045
Czechia,2021-12-18,Oxford/AstraZeneca,886507
Czechia,2021-12-18,Pfizer/BioNTech,12357382
Czechia,2021-12-19,Johnson&Johnson,404512
Czechia,2021-12-19,Moderna,1269809
Czechia,2021-12-19,Pfizer/BioNTech,12377845
Czechia,2021-12-20,Johnson&Johnson,404880
Czechia,2021-12-20,Moderna,1279809
Czechia,2021-12-20,Oxford/AstraZeneca,886512
Czechia,2021-12-20,Pfizer/BioNTech,12452287
Czechia,2021-12-21,Johnson&Johnson,405233
Czechia,2021-12-21,Moderna,1291628
Czechia,2021-12-21,Oxford/AstraZeneca,886515
Czechia,2021-12-21,Pfizer/BioNTech,12527849
Czechia,2021-12-22,Johnson&Johnson,405497
Czechia,2021-12-22,Moderna,1301287
Czechia,2021-12-22,Oxford/AstraZeneca,886516
Czechia,2021-12-22,Pfizer/BioNTech,12593615
Czechia,2021-12-23,Johnson&Johnson,405709
Czechia,2021-12-23,Moderna,1305097
Czechia,2021-12-23,Oxford/AstraZeneca,886518
Czechia,2021-12-23,Pfizer/BioNTech,12625380
Czechia,2021-12-24,Johnson&Johnson,405721
Czechia,2021-12-24,Moderna,1305197
Czechia,2021-12-24,Oxford/AstraZeneca,886519
Czechia,2021-12-24,Pfizer/BioNTech,12625821
Czechia,2021-12-25,Moderna,1305218
Czechia,2021-12-25,Pfizer/BioNTech,12625831
Czechia,2021-12-26,Moderna,1305395
Czechia,2021-12-26,Pfizer/BioNTech,12626949
Czechia,2021-12-27,Johnson&Johnson,405934
Czechia,2021-12-27,Moderna,1312566
Czechia,2021-12-27,Pfizer/BioNTech,12682531
Czechia,2021-12-28,Johnson&Johnson,406137
Czechia,2021-12-28,Moderna,1321388
Czechia,2021-12-28,Oxford/AstraZeneca,886520
Czechia,2021-12-28,Pfizer/BioNTech,12745019
Czechia,2021-12-29,Johnson&Johnson,406343
Czechia,2021-12-29,Moderna,1330340
Czechia,2021-12-29,Oxford/AstraZeneca,886522
Czechia,2021-12-29,Pfizer/BioNTech,12804310
Czechia,2021-12-30,Johnson&Johnson,406492
Czechia,2021-12-30,Moderna,1336503
Czechia,2021-12-30,Pfizer/BioNTech,12851254
Czechia,2021-12-31,Johnson&Johnson,406526
Czechia,2021-12-31,Moderna,1337136
Czechia,2021-12-31,Pfizer/BioNTech,12861530
Czechia,2022-01-01,Johnson&Johnson,406531
Czechia,2022-01-01,Moderna,1337149
Czechia,2022-01-01,Pfizer/BioNTech,12861573
Czechia,2022-01-02,Johnson&Johnson,406576
Czechia,2022-01-02,Moderna,1338631
Czechia,2022-01-02,Pfizer/BioNTech,12875340
Czechia,2022-01-03,Johnson&Johnson,406811
Czechia,2022-01-03,Moderna,1347513
Czechia,2022-01-03,Oxford/AstraZeneca,886531
Czechia,2022-01-03,Pfizer/BioNTech,12938290
Czechia,2022-01-04,Johnson&Johnson,407072
Czechia,2022-01-04,Moderna,1359792
Czechia,2022-01-04,Oxford/AstraZeneca,886538
Czechia,2022-01-04,Pfizer/BioNTech,13015083
Czechia,2022-01-05,Johnson&Johnson,407306
Czechia,2022-01-05,Moderna,1372519
Czechia,2022-01-05,Oxford/AstraZeneca,886550
Czechia,2022-01-05,Pfizer/BioNTech,13096517
Czechia,2022-01-06,Johnson&Johnson,407513
